Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13
Button/Name/TrainSiegeTankNova;Deploy Heavy Siege Tanks;Вызвать тяжелые осадные танки;Schwere Belagerungspanzer anfordern;Desplegar tanques de asedio pesados;Desplegar Tanques de asedio pesados;Déploiement de chars de siège lourds;Schiera Carri d'assedio pesanti;중장갑 공성 전차 배치;Wezwij ciężkie czołgi oblężnicze;Posiciona Tanques de Cerco Pesado;部署重型攻城坦克;部署重型攻城坦克
Button/Name/TransferSymbiote;Transfer Symbiote;;Symbiont übertragen;Transferir simbionte;Transferir Simbionte;Transfert du symbiote;Trasferisci Simbionte;공생체 이전;Transfer symbionta;Transferir Simbionte;转移共生体;轉移共生體
Button/Name/TransformToRoboticsWarpFacilityLocked;Transform To Warp Robotics Facility;Преобразовать в робозавод искривления;Zu Robotertor transformieren;Transformar en instalación robótica de distorsión;Transformar en Complejo de robótica transposicional;Transformer en complexe robotique de transfert;Trasforma in Fabbrica robotica dimensionale;차원 로봇공학 시설로 전환;Przekształć w przesyłowy zakład robotyki;Transformar em Central de Robótica de Dobra;变形为机械折跃台;轉換為機械傳送門
Button/Name/TransformToStarWarpGateLocked;Transform To Warp Stargate;Преобразовать в звездные врата искривления;Zu Raumtor transformieren;Transformar en portal estelar de distorsión;Transformar en Portal estelar transposicional;Transformer en porte spatiale de transfert;Trasforma in Portale stellare dimensionale;차원 우주관문으로 전환;Przekształć w przesyłowe gwiezdne wrota;Transformar em Portal de Dobra Intergaláctica;变形为折跃星门;轉換為星際傳送門
Button/Name/TransformtoStationTransformerOff;Transform to Station Transformer Off;Преобразовать в станцию - трансформер выкл.;Zu Station transformieren - Transformierer aus;Desactivar transformación en transformador de estación;Transformar en Transformador de estación - Desactivado;Transformation en station - Transformateur - Arrêt;Trasforma in Stazione - Disattiva trasformazione;기지로 전환 변신장치 끄기;Przekształć w stację, Transformator wył;Transformar em Transformador da Estação Desligado;Transform to Station Transformer Off;關閉太空站變壓器變形
Button/Name/TransformtoStationTransformerOn;Transform to Station Transformer On;Преобразовать в станцию - трансформер вкл.;Zu Station transformieren - Transformierer ein;Activar transformación en transformador de estación;Transformar en Transformador de estación - Activado;Transformation en station - Transformateur - Marche;Trasforma in Stazione - Attiva trasformazione;기지로 전환 변신장치 켜기;Przekształć w stację, Transformator wł;Transformar em Transformador da Estação Ligado;Transform to Station Transformer On;啟動太空站變壓器變形
Button/Name/TransfusionChain;Transfusion Chain;Цепное переливание;Transfusionskette;Cadena de transfusión;Cadena de transfusión;Transfusions en chaîne;Trasfusione a catena;연쇄 수혈;Łańcuch transfuzji;Cadeia de Transfusão;哺液链;連環輸血
Button/Name/Transwarp;Transwarp;Пространственный переход;Transwarp;Trasladar;Transcambiar;Transdim;Trans-evocazione;공간 도약;Transprzesył;Transdobra;变速折跃;跳躍傳送
Button/Name/TriLithiumPowerCells;Tri-Lithium Power Cell;Трилитиевые батареи;Trilithium-Energiezelle;Célula de energía de trilitio;Celda de energía de trilitio;Accumulateur au tri-lithium;Cella energetica al trilitio;삼중리튬 전지;Trójlitowe ogniwo energetyczne;Baterias de trilítio;三锂能源电池;三鋰動力核
Button/Name/TunnelingClaws;Tunneling Claws;Когти-землерои;Gräberklauen;Garras tuneladoras;Garras excavadoras;Griffes fouisseuses;Artigli scavatori;땅굴 발톱;Szpony kopiące;Garras Penetrantes;掘地之爪;掘地爪
Button/Name/TurnTurret;Turn Turret;Повернуть турель;Geschützturm drehen;Girar torreta;Girar torreta;Tourner la tourelle;Gira torretta;포탑 돌리기;Obróć wieżyczkę;Girar Torre de Artilharia;转动炮塔;旋轉砲台
Button/Name/TwinLinkedFlameThrowers;Twin-Linked Flame Thrower;Спаренные огнеметы;Doppel-Flammenwerfer;Lanzallamas doble;Lanzallamas dobles interconectados;Lance-flammes bi-jumelé;Lanciafiamme binati;이중 연결 화염방사기;Podwójne miotacze ognia;Lança-chamas Duplo Conectado;双联火焰喷射器;雙聯火焰發射器
Button/Name/TychusACBandofBrothers;SureShot Networked Helmet;Сетевой шлем «Меткий стрелок»;Bullseye-Gefechtshelm;Casco de puntería potenciada;Casco en red TiroCertero;Casque Gâchette en réseau;Elmetto neurale;정밀사격 네트워크 헬멧;Sieciowy Hełm Celowniczy;Capacete Conectado TiroCerto;神射手联网头盔;射必中連網頭盔
Button/Name/TychusACImplosionGrenades;KD9a Implosion Core;Имплозивное ядро KD9a;KD9a-Implosionskern;Núcleo de implosión KD9a;Núcleo de implosión KD9a;Noyau implosif KD9a;Nucleo implosivo KD9a;KD9a 내폭 핵;Rdzeń Implozyjny KD9a;Núcleo de Implosão KD9a;KD9a型聚爆核心;KD9a內爆核心
Button/Name/TychusACImplosionGrenadesLearn;Purchase KD9a Implosion Core;Приобрести имплозивное ядро KD9a;KD9a-Implosionskern kaufen;Adquirir núcleo de implosión KD9a;Comprar Núcleo de implosión KD9a;Acheter le noyau implosif KD9a;Acquista Nucleo implosivo KD9a;KD9a 내폭 핵 구매;Kup Rdzeń Implozyjny KD9a;Comprar Núcleo de Implosão KD9a;购买KD9a型聚爆核心;購買KD9a內爆核心
Button/Name/TychusACPiercingRounds;Kel-Morian Ripper Rounds;Келморийские разрывные патроны;Kel-morianische Ripper-Geschosse;Proyectiles desgarradores de Kel-Moria;Municiones desgarradoras kelmorianas;Cartouches d’éventreur kel-morian;Proiettili kelmoriani;켈모리안 도살탄;Kel-moriańskie Pociski Rozrywające;Munição Retalhadora Kelmoriana;凯莫瑞安碎甲弹;凱爾莫瑞亞開膛彈
Button/Name/TychusACPiercingRoundsLearn;Purchase Kel-Morian Ripper Rounds;Приобрести келморийские разрывные патроны;Kel-morianische Ripper-Geschosse kaufen;Adquirir proyectiles desgarradores de Kel-Moria;Comprar Municiones desgarradoras kelmorianas;Acheter les cartouches d’éventreur kel-morian;Acquista Proiettili kelmoriani;켈모리안 도살탄 구매;Kup Kel-moriańskie Pociski Rozrywające;Comprar Munição Retalhadora Kelmoriana;购买凯莫瑞安碎甲弹;購買凱爾莫瑞亞開膛彈
Button/Name/TychusACRageGrenades;Vanadium Shell;Ванадиевая оболочка;Vanadiummantelung;Proyectil de vanadio;Cartucho de vanadio;Obus en vanadium;Corazza al vanadio;바나듐 포탄;Skorupa Wanadowa;Cartucho de Vanádio;钒钢弹壳;釩金彈
Button/Name/TychusACRageGrenadesLearn;Purchase Vanadium Shell;Приобрести ванадиевую оболочку;Vanadiummantelung kaufen;Adquirir proyectil de vanadio;Comprar Cartucho de vanadio;Acheter les obus en vanadium;Acquista Corazza al vanadio;바나듐 포탄 구매;Kup Skorupę Wanadową;Comprar Cartucho de Vanádio;购买钒钢弹壳;購買釩金彈
Button/Name/TychusArmory;Build Muscle Armory;Построить арсенал громил;Schweinestall bauen;Construir arsenal de los musculitos;Construir Armería de los Acorazados;Construire l’armurerie des Gros bras;Costruisci Armeria degli Scagnozzi;덩치 무기고 건설;Stwórz zbrojownię mięśniaków;Construir Arsenal dos Músculos;建造猛男军械库;建造暴徒兵工廠
Button/Name/TychusCalldownOdin;Calldown Odin;Вызов «Одина»;Odin anfordern;Solicitar Odín;Llamar Odín;Intervention du Odin;Richiama Odin;오딘 투하;Wezwanie Odyna;Chamar Odin;空投奥丁;空投奧丁
Button/Name/TychusCommandCenter;Build Command Center;Построить командный центр;Kommandozentrale bauen;Construir centro de mando;Construir Centro de mando;Construire un centre de commandement;Costruisci Centro di comando;사령부 건설;Postaw centrum dowodzenia;Construir Central de Comando;建造指挥中心;建造指揮中心
Button/Name/TychusEngineeringBay;Build Engineering Bay;Построить инженерный комплекс;Maschinendock bauen;Construir bahía de ingeniería;Construir Centro de ingeniería;Construire un centre technique;Costruisci Officina bellica;공학 연구소 건설;Postaw stację inżynieryjną;Construir Polo de Engenharia;建造工程站;建造電機工程所
Button/Name/TychusFirebatBlueFlameOil;Hades Oil;Масло «Инферно»;Hadesöl;Aceite Hades;Aceite del inframundo;Huile d’Hadès;Olio infernale;하데스 기름;Olej Hades;Óleo Hades;哈迪斯浮油;黑帝斯燃油
Button/Name/TychusFirebatBlueFlameOilLearn;Purchase Hades Oil;Приобрести масло «Инферно»;Hadesöl kaufen;Adquirir aceite Hades;Comprar Aceite del inframundo;Acheter l’huile d’Hadès;Acquista Olio infernale;하데스 기름 구매;Kup Olej Hades;Comprar Óleo Hades;购买哈迪斯浮油;購買黑帝斯燃油
Button/Name/TychusFirebatDesc;"Miles ""Blaze"" Lewis";Майлз «Блэйз» Льюис;"Miles ""Blaze"" Lewis";"Miles ""Vulcano"" Lewis";"Miles ""Blaze"" Lewis";Miles « Kramer » Lewis;"Miles ""Blaze"" Lewis";"마일스 ""블레이즈"" 루이스";Miles „Pożarsky” Lewis;"Miles ""Blaze"" Lewis";迈尔斯“布雷泽”刘易斯;「爆焰」邁爾斯‧路易士
Button/Name/TychusFirebatIncendiaryPetroleum;Wildflame Fuel Additives;Присадка «Дикий огонь»;Wildfeuer-Brandbeschleuniger;Aditivos de combustible de llama salvaje;Aditivos para combustible fuego salvaje;Additif pour carburant Retour de flamme;Additivi incendiari;야생불꽃 연료 첨가제;Wysokooktanowe Dodatki do Paliwa;Aditivos de Combustível Chama Selvagem;狂焰牌燃料添加剂;野火燃料添加劑
Button/Name/TychusFirebatIncendiaryPetroleumLearn;Purchase Wildflame Fuel Additives;Приобрести присадку «Дикий огонь»;Wildfeuer-Brandbeschleuniger kaufen;Adquirir aditivos de combustible de llama salvaje;Comprar Aditivos para combustible fuego salvaje;Acheter l’additif pour carburant Retour de flamme;Acquista Additivi incendiari;야생불꽃 연료 첨가제 구매;Kup Wysokooktanowe Dodatki do Paliwa;Comprar Aditivos de Combustível Chama Selvagem;购买狂焰牌燃料添加剂;購買野火燃料添加劑
Button/Name/TychusFirebatOilBomb;Oil Spill;Лужа мазута;Ölspur;Charco de petróleo;Derrame de petróleo;Flaque d’huile;Chiazza d'olio;기름 유출;Plama Oleju;Vazamento de Óleo;浮油;燃油
Button/Name/TychusFirebatPremiumPetroleum;High Capacity Containers;Баки повышенной вместимости;Hochleistungscontainer;Contenedores de gran capacidad;Contenedores de gran capacidad;Réservoirs de haute capacité;Taniche ad alta capacità;대용량 컨테이너;Wielkopojemne Zbiorniki;Contêineres de Alta Capacidade;高容积储油罐;大容量油箱
Button/Name/TychusFirebatPremiumPetroleumLearn;Purchase High Capacity Containers;Приобрести баки повышенной вместимости;Hochleistungscontainer kaufen;Adquirir contenedores de gran capacidad;Comprar Contenedores de gran capacidad;Acheter les réservoirs de haute capacité;Acquista Taniche ad alta capacità;대용량 컨테이너 구매;Kup Wielkopojemne Zbiorniki;Comprar Contêineres de Alta Capacidade;购买高容积储油罐;購買大容量油箱
Button/Name/TychusFirebatShield;XCMC-670 Combat Suit;Боевой скафандр ХСМС-670;XCMC-670 Kampfanzug;Traje de combate XCMC-670;Traje de combate XCMC-670;Armure de combat XCMC-670;Tuta da combattimento XCMC-670;XCMC-670 전투복;Kombinezon Bojowy XCMC-670;Traje de Combate XCMC-670;XCMC-670型战斗装甲;XCMC-670戰鬥套裝
Button/Name/TychusGhostAcademy;Build Fixers' Safehouse;Построить схрон спецов;Spezialistenzentrale bauen;Construir refugio de los manitas;Construir Refugio de los Especialistas;Construire la cache des Débrouillards;Costruisci Rifugio dei Risolutori;해결사의 안전가옥 건설;Stwórz metę kombinatorów;Construir Abrigo dos Reparadores;建造鬼手安全屋;建造特工的安全室
Button/Name/TychusGhostConcentrationHelmet;Type-88 Persuader;«Убеждатор-88»;Type-88 Persuader;Persuasor tipo 88;Persuasor de tipo 88;Argument type 88;Persuasore modello 88;88형 설득자;Motywator Model 88;Persuasor Tipo-88;88式劝服者;88式說服者頭盔
Button/Name/TychusGhostConfusingDomination;Neural Disruption Device;Нейродестабилизатор;Neuraldisruptor;Dispositivo de interrupción neural;Dispositivo de disrupción neural;Dispositif neuro-disrupteur;Dispositivo di disgregazione neurale;신경 붕괴 장치;Neuronalne Urządzenie Zakłócające;Dispositivo de Disrupção Neural;神经干扰器;神經破壞裝置
Button/Name/TychusGhostConfusingDominationLearn;Purchase Neural Disruption Device;Приобрести нейродестабилизатор;Neuraldisruptor kaufen;Adquirir dispositivo de interrupción neural;Comprar Dispositivo de disrupción neural;Acheter le dispositif neuro-disrupteur;Acquista Dispositivo di disgregazione neurale;신경 붕괴 장치 구매;Kup Neuronalne Urządzenie Zakłócające;Comprar Dispositivo de Disrupção Neural;购买神经干扰器;購買神經破壞裝置
Button/Name/TychusGhostDesc;Vega;Вега;Vega;Vega;Vega;Véga;Vega;베가;Vega;Vega;维嘉;維嘉
Button/Name/TychusGhostDominate;Dominate;Доминирование;Fremdsteuern;Dominar;Dominación;Dominer;Dominazione;지배;Dominacja;Dominar;支配;支配
Button/Name/TychusGhostDominateBuff;Moebius Psionic Motivator;Псионный мотиватор корпуса Мебиуса;Moebius-Psi-Motivator;Motivador psiónico de Moebius;Motivador psiónico de Moebius;Motivateur psionique Möbius;Motivatore psionico Moebius;뫼비우스 사이오닉 자극기;Motywator Psioniczny Moebiusa;Motivador Psiônico Moebius;莫比斯灵能激发器;莫比斯幽能激發器
Button/Name/TychusGhostDominateBuffLearn;Purchase Moebius Psionic Motivator;Приобрести псионный мотиватор корпуса Мебиуса;Moebius-Psi-Motivator kaufen;Adquirir motivador psiónico de Moebius;Comprar Motivador psiónico de Moebius;Acheter le motivateur psionique Möbius;Acquista Motivatore psionico Moebius;뫼비우스 사이오닉 자극기 구매;Kup Motywator Psioniczny Moebiusa;Comprar Motivador Psiônico Moebius;购买莫比斯灵能激发器;購買莫比斯幽能激發器
Button/Name/TychusGhostPsychicSnare;Psi Projector;Телекинетический усилитель;Psi-Projektor;Proyector psi;Proyector psiónico;Projecteur psi;Proiettore psionico;사이오닉 투영기;Projektor Psioniczny;Projetor Psi;灵能投射器;幽能投射器
Button/Name/TychusGhostPsychicSnareLearn;Purchase Psi Projector;Приобрести телекинетический усилитель;Psi-Projektor kaufen;Adquirir proyector psi;Comprar Proyector psiónico;Acheter le projecteur psi;Acquista Proiettore psionico;사이오닉 투영기 구매;Kup Projektor Psioniczny;Comprar Projetor Psi;购买灵能投射器;購買幽能投射器
Button/Name/TychusHERCDesc;"Rob ""Cannonball"" Boswell";Роб «Ядрила» Босвелл;"Rob ""Cannonball"" Boswell";"Rob ""Bala"" Boswell";"Rob ""Bala de cañón"" Boswell";Rob « la Bombarde » Boswell;"Rob ""Cannonball"" Boswell";"롭 ""대포알"" 보스웰";Rob „Kartacz” Boswell;"Rob ""Bala de Canhão"" Boswell";罗布“弹头哥”博斯韦尔;「砲彈」羅伯‧波斯維爾
Button/Name/TychusHercCritLevels;M.A.L.I.C.E. Ammunition;Снаряды «ЗЛОБА»;Kollisionsmunition;Munición M.A.L.I.C.I.A.;Munición M.A.L.I.C.I.A.;Munitions M.AL.I.C.E.;Munizioni M.A.L.E.F.I.C.;악의적인 탄약;Amunicja A.G.R.E.S.O.R.;Munição O.U.S.A.D.A.;M.A.L.I.C.E.弹药;M.A.L.I.C.E.彈藥補給
Button/Name/TychusHercGrapple;Heavy Impact;Мощное столкновение;Schleudertrauma;Impacto contundente;Impacto pesado;Impact brutal;Impatto pesante;육중한 충격;Wielki Impet;Impacto Pesado;猛烈撞击;強力衝擊
Button/Name/TychusHercGrappleArmor;Purchase Critical Response System;Приобрести систему критического реагирования;Lebensrettungssystem kaufen;Adquirir sistema de respuesta crítica;Comprar Sistema de respuesta crítica;Acheter le système de réponse critique;Acquista Sistema di risposta critica;긴급 대응 체제 구매;Kup System Reagowania Krytycznego;Comprar Sistema de Resposta Crítica;购买临界响应系统;購買致命狀況反應系統
Button/Name/TychusHercGrappleArmorLevels;Critical Response System;Система критического реагирования;Lebensrettungssystem;Sistema de respuesta crítica;Sistema de respuesta crítica;Système de réponse critique;Sistema di risposta critica;긴급 대응 체제;System Reagowania Krytycznego;Sistema de Resposta Crítica;临界响应系统;致命狀況反應系統
Button/Name/TychusHercGrappleImpacts;Purchase X-71 Impact Boots;Приобрести ударные ботинки Х-71;X-71 Schockstiefel kaufen;Adquirir botas de impacto X-71;Comprar Botas de impacto X-71;Acheter les bottes à impact X-71;Acquista Stivali da sbarco X-71;X-71 충격 장화 구매;Kup Ciężkie Buciory X-71;Comprar Botas de Impacto X-71;购买X-71型震击靴;購買X-71衝擊靴
Button/Name/TychusHercGrappleImpactsLevels;X-71 Impact Boots;Ударные ботинки Х-71;X-71 Schockstiefel;Botas de impacto X-71;Botas de impacto X-71;Bottes à impact X-71;Stivali da sbarco X-71;X-71 충격 장화;Ciężkie Buciory X-71;Botas de Impacto X-71;X-71型震击靴;X-71衝擊靴
Button/Name/TychusHercRage;Redline Power Cells;Топливные ячейки «Форсаж»;Hochleistungsenergiezellen;Unidades de energía máxima;Celdas de energía al límite;Accumulateurs Zone-Rouge;Celle energetiche Redline;한계 용량 축전지;Turboogniwa Zasilające;Células de Energia Linha Vermelha;红线能量电池;紅線動力核
Button/Name/TychusHercRageLearn;Purchase Redline Power Cells;Приобрести топливные ячейки «Форсаж»;Hochleistungsenergiezellen kaufen;Adquirir unidades de energía máxima;Comprar Celdas de energía al límite;Acheter les accumulateurs Zone-Rouge;Acquista Celle energetiche Redline;한계 용량 축전지 구매;Kup Turboogniwa Zasilające;Comprar Células de Energia Linha Vermelha;购买红线能量电池;購買紅線動力核
Button/Name/TychusHeroCommonAbil1;Tychus Outlaw Common Ability 1;Tychus Outlaw Common Ability 1;Gemeinsame Fähigkeit von Tychus' Outlaws 1;Habilidad común de los Forajidos de Tychus 1;Tychus Outlaw Common Ability 1;Tychus - Hors-la-loi - Capacité de base 1;Tychus - Fuorilegge - Abilità base 1;타이커스 무법자 일반 능력 1;Wspólna Zdolność Banitów Tychusa 1;Habilidade Comum de Fora da Lei de Tychus 1;泰凯斯不法之徒普通技能1;泰科斯亡命之徒通用技能1
Button/Name/TychusHeroCommonAbil2;Tychus Outlaw Common Ability 2;Tychus Outlaw Common Ability 2;Gemeinsame Fähigkeit von Tychus' Outlaws 2;Habilidad común de los Forajidos de Tychus 2;Tychus Outlaw Common Ability 2;Tychus - Hors-la-loi - Capacité de base 2;Tychus - Fuorilegge - Abilità base 2;타이커스 무법자 일반 능력 2;Wspólna Zdolność Banitów Tychusa 2;Habilidade Comum de Fora da Lei de Tychus 2;泰凯斯不法之徒普通技能2;泰科斯亡命之徒通用技能2
Button/Name/TychusHeroCommonAbil3;Tychus Outlaw Common Ability 3;Tychus Outlaw Common Ability 3;Gemeinsame Fähigkeit von Tychus' Outlaws 3;Habilidad común de los Forajidos de Tychus 3;Tychus Outlaw Common Ability 3;Tychus - Hors-la-loi - Capacité de base 3;Tychus - Fuorilegge - Abilità base 3;타이커스 무법자 일반 능력 3;Wspólna Zdolność Banitów Tychusa 3;Habilidade Comum de Fora da Lei de Tychus 3;泰凯斯不法之徒普通技能3;泰科斯亡命之徒通用技能3
Button/Name/TychusHeroCommonAbil4;Tychus Outlaw Common Ability 4;Tychus Outlaw Common Ability 4;Gemeinsame Fähigkeit von Tychus' Outlaws 4;Habilidad común de los Forajidos de Tychus 4;Tychus Outlaw Common Ability 4;Tychus - Hors-la-loi - Capacité de base 4;Tychus - Fuorilegge - Abilità base 4;타이커스 무법자 일반 능력 4;Wspólna Zdolność Banitów Tychusa 4;Habilidade Comum de Fora da Lei de Tychus 4;泰凯斯不法之徒普通技能4;泰科斯亡命之徒通用技能4
Button/Name/TychusHeroCommonAbil5;Tychus Outlaw Common Ability 5;Tychus Outlaw Common Ability 5;Gemeinsame Fähigkeit von Tychus' Outlaws 5;Habilidad común de los Forajidos de Tychus 5;Tychus Outlaw Common Ability 5;Tychus - Hors-la-loi - Capacité de base 5;Tychus - Fuorilegge - Abilità base 5;타이커스 무법자 일반 능력 5;Wspólna Zdolność Banitów Tychusa 5;Habilidade Comum de Fora da Lei de Tychus 5;泰凯斯不法之徒普通技能5;泰科斯亡命之徒通用技能5
Button/Name/TychusMarauder;"Kev ""Rattlesnake"" West";Кев «Гадюка» Уэст;"Kev ""Rattlesnake"" West";"Kev ""Serpiente"" West";"Kev ""Serpiente de cascabel"" West";Kevin « Fer-de-Lance » West;"Kev ""Rattlesnake"" West";"케브 ""방울뱀"" 웨스트";Kev „Grzechotnik” West;"Kev ""Cascavel"" West";凯文“响尾蛇”韦斯特;「響尾蛇」凱夫‧維斯特
Button/Name/TychusMarauderAttackSplash;Hammer Munitions;Гранаты «Молот»;Hammermunition;Munición martillo;Municiones Maza;Munitions contondantes;Munizioni Hammer;망치 탄약;Amunicja Młot;Munições Hammer;重锤牌爆射弹;巨錘彈
Button/Name/TychusMarauderHealingWard;Deploy Revitalizer;Установить «Целитель»;Vitalstimulator aufstellen;Desplegar revitalizador;Desplegar revitalizador;Déployer un vivificateur;Rivitalizzatore;재충전기 배치;Regenerator;Posicionar Revitalizador;部署恢复器;部署復原器
Button/Name/TychusMarauderHealingWardBuff;Umojan Signal Modulator;Умоджанский модулятор сигнала;Umojanischer Signalmodulator;Modulador de señal de Umoja;Modulador de señal umojano;Modulateur signalétique umojan;Modulatore di segnale umojano;우모자 신호 변조기;Umojański Modulator Sygnału;Modulador de Sinal Umojano;尤摩扬信号调制器;尤摩捷訊號調節器
Button/Name/TychusMarauderHealingWardBuffLearn;Purchase Umojan Signal Modulator;Приобрести умоджанский модулятор сигнала;Umojanischen Signalmodulator kaufen;Adquirir modulador de señal de Umoja;Comprar Modulador de señal umojano;Acheter le modulateur signalétique umojan;Acquista Modulatore di segnale umojano;우모자 신호 변조기 구매;Kup Umojański Modulator Sygnału;Comprar Modulador de Sinal Umojano;购买尤摩扬信号调制器;購買尤摩捷訊號調節器
Button/Name/TychusMarauderHealingWardSpeedBuff;Moebius Aggression Blend;Усилитель агрессии корпуса Мебиуса;Moebius-Aggressionsverstärker;Mezcla agresiva de Moebius;Fusión agresiva de Moebius;Mitigeur d’agression Möbius;Aggressività Moebius;뫼비우스 교전 혼합물;Mieszanka Agresyjna Moebiusa;Mistura de Agressão Moebius;莫比斯攻击性合剂;莫比斯侵略性混合物
Button/Name/TychusMarauderHealingWardSpeedBuffLearn;Purchase Moebius Aggression Blend;Приобрести усилитель агрессии корпуса Мебиуса;Moebius-Aggressionsverstärker kaufen;Adquirir mezcla agresiva de Moebius;Comprar Fusión agresiva de Moebius;Acheter le mitigeur d’agression Möbius;Acquista Aggressività Moebius;뫼비우스 교전 혼합물 구매;Kup Mieszankę Agresyjną Moebiusa;Comprar Mistura de Agressão Moebius;购买莫比斯攻击性合剂;購買莫比斯侵略性混合物
Button/Name/TychusMarauderSuperStim;Secret Stash Stimpack;Стимуляторы «Заначка»;Geheimer Stimpack-Vorrat;Estimulantes de alijo secreto;Estimpack de reserva secreta;Stimulants du stock secret;Stimpack di scorta;비밀 은닉 전투 자극제;Tajna Rezerwa Stymulantów;Esteroides do Armazenamento Secreto;秘密储备强化剂;私房戰鬥藥劑
Button/Name/TychusMarauderSuperStimLearn;Purchase Secret Stash Stimpack;Приобрести стимуляторы «Заначка»;Geheimen Stimpack-Vorrat kaufen;Adquirir estimulantes de alijo secreto;Comprar Estimpack de reserva secreta;Acheter les stimulants du stock secret;Acquista Stimpack di scorta;비밀 은닉 전투 자극제 구매;Kup Tajną Rezerwę Stymulantów;Comprar Esteroides do Armazenamento Secreto;购买秘密储备强化剂;購買私房戰鬥藥劑
Button/Name/TychusMedicAoE;Reinvigorating Burst;Живительный импульс;Kräftigungsschub;Ráfaga revigorizante;Ráfaga revigorizante;Formule revigorante;Scarica rigenerativa;폭발적인 회복;Impuls Regeneracyjny;Rajada Revigorante;活力喷发;精力爆發
Button/Name/TychusMedicDefensiveMatrix;XM-77 Matrix Generator;Генератор матрицы ХМ-77;Matrixgenerator XM-77;Generador de matriz XM-77;Generador de matriz XM-77;Générateur matriciel XM-77;Generatore di matrice XM-77;XM-77 매트릭스 생성기;Generator Matrycy XM-77;Gerador de Matriz XM-77;XM-77型矩阵发生器;XM-77矩陣產生器
Button/Name/TychusMedicDesc;Lt. Layna Nikara;Лейтенант Лейна Никара;Lt. Layna Nikara;Tte. Layna Nikara;Teniente Layna Nikara;Lt Layna Nikara;Ten. Layna Nikara;중위 레이나 니카라;Por. Layna Nikara;Ten. Layna Nikara;莱纳·尼卡拉中尉;萊娜‧尼可拉中尉
Button/Name/TychusMedicDoubleHeal;Procyon Twin Heal Beam Gauntlet;Интегрированный двойной исцеляющий луч Procyon;Procyon Zwillingsheilstrahlstulpen;Guantelete de haz de sanación doble de Procyon;Guantelete de rayo de curación doble de Procyon;Gantelet de soins bi-faisceau Procyon;Guanto curativo Procyon;프로키온 이중 치유 광선 장갑;Rękawica Procyon z Podwójnym Promieniem Leczącym;Manopla de Raio de Cura Dupla Procyon;普罗希昂双管治疗射线护手;恆星雙重治療光束臂鎧
Button/Name/TychusMedicDoubleHealLearn;Purchase Procyon Twin Heal Beam Gauntlet;Приобрести интегрированный двойной исцеляющий луч Procyon;Procyon Zwillingsheilstrahlstulpen kaufen;Adquirir guantelete de haz de sanación doble de Procyon;Comprar Guantelete de rayo de curación doble de Procyon;Acheter le gantelet de soins bi-faisceau Procyon;Acquista Guanto curativo Procyon;프로키온 이중 치유 광선 장갑 구매;Kup Rękawicę Procyon z Podwójnym Promieniem Leczącym;Comprar Manopla de Raio de Cura Dupla Procyon;购买普罗希昂双管治疗射线护手;購買恆星雙重治療光束臂鎧
Button/Name/TychusMedicHealUpgrade;Purchase Procyon Serum;Приобрести сыворотку Procyon;Procyon Heilserum kaufen;Adquirir suero de Procyon;Comprar Suero de Procyon;Acheter le sérum Procyon;Acquista Siero Procyon;프로키온 혈청 구매;Kup Serum Procyon;Comprar Soro Procyon;购买普罗希昂血清;購買恆星血清
Button/Name/TychusMedicHealUpgradeLevels;Procyon Serum;Сыворотка Procyon;Procyon Heilserum;Suero de Procyon;Suero de Procyon;Sérum Procyon;Siero Procyon;프로키온 혈청;Serum Procyon;Soro Procyon;普罗希昂血清;恆星血清
Button/Name/TychusMedicHealingSprayUpgrade;Purchase Umojan Repair Nanites;Приобрести умоджанские ремонтные наниты;Umojanische Reparaturnanobots kaufen;Adquirir nanitas de reparación de Umoja;Comprar Nanobots reparadores umojanos;Acheter les nanites de réparation umojanes;Acquista Naniti riparatori umojani;우모자 수리용 나노 기기 구매;Kup Umojańskie Nanoboty Regeneracyjne;Comprar Nanoides de Conserto Umojanos;购买尤摩扬纳米修复机器人;購買尤摩捷奈米修理機器人
Button/Name/TychusMedicHealingSprayUpgradePassive;Umojan Repair Nanites;Умоджанские ремонтные наниты;Umojanische Reparaturnanobots;Nanitas de reparación de Umoja;Nanobots reparadores umojanos;Nanites de réparation umojanes;Naniti riparatori umojani;우모자 수리용 나노 기기;Umojańskie Nanoboty Regeneracyjne;Nanoides de Conserto Umojanos;尤摩扬纳米修复机器人;尤摩捷奈米修理機器人
Button/Name/TychusMedicTransportUnits;Medivac Pickup;Медэвакуация;Medivac-Transport;Recogida de medevac;Transporte de Evamed;Décollage de Médivac;Navetta medica tattica;의료선 탑승;Transport Promem Medycznym;Coleta da Ambunave;医疗运输机空运;醫療艇接送
Button/Name/TychusMercCompound;Build Gunslingers' Hideout;Построить укрытие стрелков;Desperadoversteck bauen;Construir escondrijo de los pistoleros;Construir Escondite de los Artilleros;Construire la planque des Flingueurs;Costruisci Covo degli Artiglieri;총잡이의 안식처 건설;Stwórz kryjówkę cyngli;Construir Esconderijo dos Atiradores;建造枪王藏身处;建造槍手的藏身處
